"IMMUNE_CELLTYPE"	"TC"	"Correlation"	"PValue"	"mTC"
"2111"	"Macrophages.M0"	"V1359"	0.175695508	1.01e-75	37
"2112"	"Macrophages.M0"	"V1366"	-0.010673719	0.266989797	38
"2113"	"Macrophages.M0"	"V1373"	-0.351537776	3.61831898723011e-312	39
"2114"	"Macrophages.M0"	"V1378"	-0.048748439	3.93e-07	40
"2115"	"Macrophages.M1"	"V2"	-0.196993624	4.36e-95	47
"2116"	"Macrophages.M1"	"V8"	0.136952648	1.91e-46	127
"2117"	"Macrophages.M1"	"V12"	-0.042878031	8.16e-06	22
"2118"	"Macrophages.M1"	"V28"	-0.042502252	9.78e-06	57
"2119"	"Macrophages.M1"	"V36"	0.032626455	0.000689251	66
"2120"	"Macrophages.M1"	"V46"	-0.001758066	0.854934291	79
"2121"	"Macrophages.M1"	"V55"	-0.068163086	1.28e-12	96
"2122"	"Macrophages.M1"	"V63"	-0.102310857	1.44e-26	103
"2123"	"Macrophages.M1"	"V67"	-0.050366296	1.6e-07	111
"2124"	"Macrophages.M1"	"V82"	0.010247259	0.286573301	130
"2125"	"Macrophages.M1"	"V116"	-0.03862817	5.86e-05	15
"2126"	"Macrophages.M1"	"V131"	-0.518962383	0	34
"2127"	"Macrophages.M1"	"V139"	-0.077549365	6.65e-16	41
"2128"	"Macrophages.M1"	"V143"	0.406006813	0	42
"2129"	"Macrophages.M1"	"V146"	0.397628893	0	43
"2130"	"Macrophages.M1"	"V148"	0.665033015	0	44
"2131"	"Macrophages.M1"	"V163"	-0.198914142	5.98e-97	45
"2132"	"Macrophages.M1"	"V169"	-0.013918796	0.147750085	46
"2133"	"Macrophages.M1"	"V207"	0.21410903	2.23e-112	48
"2134"	"Macrophages.M1"	"V215"	0.003948088	0.681384708	49
"2135"	"Macrophages.M1"	"V220"	0.175400321	1.8e-75	50
"2136"	"Macrophages.M1"	"V240"	-0.137123129	1.47e-46	51
"2137"	"Macrophages.M1"	"V252"	-0.176292219	3.1e-76	52
"2138"	"Macrophages.M1"	"V253"	0.093451174	2.04e-22	53
"2139"	"Macrophages.M1"	"V257"	0.025009851	0.009288446	54
"2140"	"Macrophages.M1"	"V269"	-0.099045699	5.41e-25	55
"2141"	"Macrophages.M1"	"V271"	-0.057964464	1.61e-09	56
"2142"	"Macrophages.M1"	"V286"	0.182932179	4.87e-82	58
"2143"	"Macrophages.M1"	"V291"	-0.022918166	0.0171425	59
"2144"	"Macrophages.M1"	"V295"	0.123889001	2.92e-38	60
"2145"	"Macrophages.M1"	"V305"	-0.113478732	2.45e-32	61
"2146"	"Macrophages.M1"	"V336"	0.090771404	3.11e-21	62
"2147"	"Macrophages.M1"	"V342"	-0.016433406	0.087437778	63
"2148"	"Macrophages.M1"	"V352"	-0.014063421	0.143585983	64
"2149"	"Macrophages.M1"	"V357"	0.512663388	0	65
"2150"	"Macrophages.M1"	"V360"	-0.35675978	4.15015142506647e-322	67
"2151"	"Macrophages.M1"	"V366"	0.141079075	3.31e-49	68
"2152"	"Macrophages.M1"	"V373"	-0.048551124	4.37e-07	69
"2153"	"Macrophages.M1"	"V394"	-0.210986518	4.17e-109	70
"2154"	"Macrophages.M1"	"V405"	0.160710656	1.68e-63	71
"2155"	"Macrophages.M1"	"V413"	-0.073894378	1.41e-14	72
"2156"	"Macrophages.M1"	"V425"	0.171739517	2.19e-72	73
"2157"	"Macrophages.M1"	"V426"	-0.140009359	1.75e-48	74
"2158"	"Macrophages.M1"	"V442"	-0.004517249	0.638523809	75
"2159"	"Macrophages.M1"	"V451"	-0.047641513	7.15e-07	76
"2160"	"Macrophages.M1"	"V455"	0.55016292	0	77
"2161"	"Macrophages.M1"	"V458"	0.281322303	6.4e-196	78
"2162"	"Macrophages.M1"	"V464"	-0.057096454	2.81e-09	80
"2163"	"Macrophages.M1"	"V466"	-0.101487665	3.64e-26	81
"2164"	"Macrophages.M1"	"V467"	0.033804884	0.000437328	82
"2165"	"Macrophages.M1"	"V479"	-0.050116097	1.84e-07	83
"2166"	"Macrophages.M1"	"V482"	0.037086225	0.000114306	84
"2167"	"Macrophages.M1"	"V485"	0.038448459	6.34e-05	85
"2168"	"Macrophages.M1"	"V486"	-0.227783247	2.52e-127	86
"2169"	"Macrophages.M1"	"V487"	-0.142520918	3.43e-50	87
"2170"	"Macrophages.M1"	"V494"	0.019444912	0.043143113	88
"2171"	"Macrophages.M1"	"V511"	-0.051707821	7.41e-08	89
"2172"	"Macrophages.M1"	"V516"	-0.177642974	2.14e-77	90
"2173"	"Macrophages.M1"	"V518"	-0.10449696	1.19e-27	91
"2174"	"Macrophages.M1"	"V521"	0.134098254	1.38e-44	92
"2175"	"Macrophages.M1"	"V522"	0.15970962	1e-62	93
"2176"	"Macrophages.M1"	"V523"	0.141526649	1.64e-49	94
"2177"	"Macrophages.M1"	"V540"	-0.114789823	4.69e-33	95
"2178"	"Macrophages.M1"	"V564"	-0.022115762	0.021439097	97
"2179"	"Macrophages.M1"	"V567"	-0.082671706	7.18e-18	98
"2180"	"Macrophages.M1"	"V579"	-0.10457857	1.09e-27	99
"2181"	"Macrophages.M1"	"V593"	0.180484565	7.14e-80	100
"2182"	"Macrophages.M1"	"V601"	0.145102342	5.59e-52	101
"2183"	"Macrophages.M1"	"V609"	0.012337198	0.199482119	102
"2184"	"Macrophages.M1"	"V630"	-0.105129263	5.75e-28	104
"2185"	"Macrophages.M1"	"V647"	-0.194603812	8.51e-93	105
"2186"	"Macrophages.M1"	"V649"	-0.064968455	1.35e-11	106
"2187"	"Macrophages.M1"	"V659"	0.072795984	3.45e-14	107
"2188"	"Macrophages.M1"	"V661"	0.035239365	0.000246588	108
"2189"	"Macrophages.M1"	"V668"	-0.142373309	4.34e-50	109
"2190"	"Macrophages.M1"	"V669"	-0.064665082	1.68e-11	110
"2191"	"Macrophages.M1"	"V670"	0.07874547	2.37e-16	112
"2192"	"Macrophages.M1"	"V671"	0.288291844	4.46e-206	113
"2193"	"Macrophages.M1"	"V680"	-0.034280881	0.000362454	114
"2194"	"Macrophages.M1"	"V712"	-0.013711526	0.153877919	115
"2195"	"Macrophages.M1"	"V736"	-0.13519078	2.71e-45	116
"2196"	"Macrophages.M1"	"V738"	0.323198053	1.92e-261	117
"2197"	"Macrophages.M1"	"V747"	-0.115025334	3.48e-33	118
"2198"	"Macrophages.M1"	"V754"	0.103085286	6.01e-27	119
"2199"	"Macrophages.M1"	"V756"	0.316417655	4.34e-250	120
"2200"	"Macrophages.M1"	"V758"	0.203221179	3.37e-101	121
"2201"	"Macrophages.M1"	"V773"	-0.105122228	5.8e-28	122
"2202"	"Macrophages.M1"	"V777"	-0.101247941	4.76e-26	123
"2203"	"Macrophages.M1"	"V786"	0.207148887	3.7e-105	124
"2204"	"Macrophages.M1"	"V788"	-0.131250217	9.04e-43	125
"2205"	"Macrophages.M1"	"V789"	-0.166331182	5.95e-68	126
"2206"	"Macrophages.M1"	"V804"	0.00288056	0.764514244	128
"2207"	"Macrophages.M1"	"V814"	0.032905956	0.000619548	129
"2208"	"Macrophages.M1"	"V825"	0.223676302	9.96e-123	131
"2209"	"Macrophages.M1"	"V833"	-0.084315555	1.58e-18	132
"2210"	"Macrophages.M1"	"V839"	-0.183939473	6.12e-83	133
"2211"	"Macrophages.M1"	"V840"	0.157874186	2.57e-61	134
"2212"	"Macrophages.M1"	"V843"	0.097935949	1.8e-24	135
"2213"	"Macrophages.M1"	"V856"	-0.031737345	0.000962425	136
"2214"	"Macrophages.M1"	"V870"	-0.055500364	7.65e-09	137
"2215"	"Macrophages.M1"	"V881"	-0.035511165	0.000220693	138
"2216"	"Macrophages.M1"	"V882"	0.071423895	1.03e-13	139
"2217"	"Macrophages.M1"	"V887"	0.155472836	1.69e-59	140
"2218"	"Macrophages.M1"	"V888"	-0.061146292	1.96e-10	141
"2219"	"Macrophages.M1"	"V895"	-0.253076682	1.08e-157	142
"2220"	"Macrophages.M1"	"V896"	0.208918565	5.72e-107	143
"2221"	"Macrophages.M1"	"V898"	0.296247711	4.96e-218	144
"2222"	"Macrophages.M1"	"V923"	0.096257831	1.09e-23	145
"2223"	"Macrophages.M1"	"V926"	-0.167772662	4.05e-69	146
"2224"	"Macrophages.M1"	"V946"	0.010868251	0.258369601	147
"2225"	"Macrophages.M1"	"V949"	0.204497229	1.78e-102	148
"2226"	"Macrophages.M1"	"V960"	0.12540692	3.6e-39	149
"2227"	"Macrophages.M1"	"V964"	-0.003805374	0.692302085	150
"2228"	"Macrophages.M1"	"V986"	0.052820022	3.87e-08	151
"2229"	"Macrophages.M1"	"V1002"	-0.430157499	0	1
"2230"	"Macrophages.M1"	"V1032"	0.132214394	2.22e-43	2
"2231"	"Macrophages.M1"	"V1043"	-0.166026485	1.05e-67	3
"2232"	"Macrophages.M1"	"V1061"	-0.593271552	0	4
"2233"	"Macrophages.M1"	"V1064"	-0.142807399	2.18e-50	5
"2234"	"Macrophages.M1"	"V1069"	-0.026213402	0.006401514	6
"2235"	"Macrophages.M1"	"V1108"	0.661334119	0	7
"2236"	"Macrophages.M1"	"V1112"	-0.108620267	9.4e-30	8
"2237"	"Macrophages.M1"	"V1116"	-0.269438625	2.87e-179	9
"2238"	"Macrophages.M1"	"V1117"	0.066637919	3.99e-12	10
"2239"	"Macrophages.M1"	"V1119"	-0.036722003	0.000133391	11
"2240"	"Macrophages.M1"	"V1132"	-0.224286509	2.09e-123	12
"2241"	"Macrophages.M1"	"V1145"	-0.107790666	2.53e-29	13
"2242"	"Macrophages.M1"	"V1155"	0.123507086	4.91e-38	14
"2243"	"Macrophages.M1"	"V1164"	0.119769801	7.45e-36	16
"2244"	"Macrophages.M1"	"V1170"	-0.063054925	5.25e-11	17
"2245"	"Macrophages.M1"	"V1185"	0.149772948	2.68e-55	18
"2246"	"Macrophages.M1"	"V1194"	0.060934978	2.26e-10	19
"2247"	"Macrophages.M1"	"V1195"	-0.114672024	5.45e-33	20
"2248"	"Macrophages.M1"	"V1198"	-0.02650674	0.005833539	21
"2249"	"Macrophages.M1"	"V1204"	-0.178515029	3.75e-78	23
"2250"	"Macrophages.M1"	"V1205"	0.143152162	1.26e-50	24
"2251"	"Macrophages.M1"	"V1209"	-0.02758758	0.004111792	25
"2252"	"Macrophages.M1"	"V1224"	-0.174852892	5.25e-75	26
"2253"	"Macrophages.M1"	"V1225"	0.005022276	0.601472742	27
"2254"	"Macrophages.M1"	"V1226"	0.107102967	5.71e-29	28
"2255"	"Macrophages.M1"	"V1233"	-0.188794112	2.36e-87	29
"2256"	"Macrophages.M1"	"V1246"	-0.145342283	3.8e-52	30
"2257"	"Macrophages.M1"	"V1254"	0.005316371	0.580353695	31
"2258"	"Macrophages.M1"	"V1275"	0.101334863	4.32e-26	32
"2259"	"Macrophages.M1"	"V1303"	-0.212423744	1.32e-110	33
"2260"	"Macrophages.M1"	"V1313"	-0.06133854	1.72e-10	35
"2261"	"Macrophages.M1"	"V1326"	-0.034240039	0.000368375	36
"2262"	"Macrophages.M1"	"V1359"	0.010873546	0.258137685	37
"2263"	"Macrophages.M1"	"V1366"	-0.125147493	5.16e-39	38
"2264"	"Macrophages.M1"	"V1373"	-0.224520224	1.15e-123	39
"2265"	"Macrophages.M1"	"V1378"	-0.124586432	1.12e-38	40
"2266"	"Macrophages.M2"	"V2"	-0.240441417	4.49e-142	47
"2267"	"Macrophages.M2"	"V8"	0.117684267	1.15e-34	127
"2268"	"Macrophages.M2"	"V12"	-0.030623465	0.001445708	22
"2269"	"Macrophages.M2"	"V28"	-0.032091475	0.000843407	57
"2270"	"Macrophages.M2"	"V36"	0.065042208	1.28e-11	66
"2271"	"Macrophages.M2"	"V46"	0.005295337	0.581852553	79
"2272"	"Macrophages.M2"	"V55"	0.071543354	9.37e-14	96
"2273"	"Macrophages.M2"	"V63"	-0.094489356	6.97e-23	103
"2274"	"Macrophages.M2"	"V67"	-0.015170744	0.114625647	111
"2275"	"Macrophages.M2"	"V82"	-0.048821832	3.77e-07	130
"2276"	"Macrophages.M2"	"V116"	-0.10162879	3.11e-26	15
"2277"	"Macrophages.M2"	"V131"	-0.530413409	0	34
"2278"	"Macrophages.M2"	"V139"	0.00809221	0.400042564	41
"2279"	"Macrophages.M2"	"V143"	0.629376997	0	42
"2280"	"Macrophages.M2"	"V146"	0.40696774	0	43
"2281"	"Macrophages.M2"	"V148"	0.453717048	0	44
"2282"	"Macrophages.M2"	"V163"	0.019860151	0.038874189	45
"2283"	"Macrophages.M2"	"V169"	0.065756236	7.62e-12	46
"2284"	"Macrophages.M2"	"V207"	0.21435535	1.23e-112	48
"2285"	"Macrophages.M2"	"V215"	0.007464003	0.437623072	49
"2286"	"Macrophages.M2"	"V220"	0.103178878	5.4e-27	50
"2287"	"Macrophages.M2"	"V240"	-0.085269594	6.47e-19	51
"2288"	"Macrophages.M2"	"V252"	-0.012623312	0.189255169	52
"2289"	"Macrophages.M2"	"V253"	0.037696746	8.8e-05	53
"2290"	"Macrophages.M2"	"V257"	0.014235844	0.138739833	54
"2291"	"Macrophages.M2"	"V269"	-0.006679997	0.487256338	55
"2292"	"Macrophages.M2"	"V271"	-0.098728763	7.64e-25	56
"2293"	"Macrophages.M2"	"V286"	0.093592359	1.77e-22	58
"2294"	"Macrophages.M2"	"V291"	0.113611836	2.07e-32	59
"2295"	"Macrophages.M2"	"V295"	0.041283654	1.75e-05	60
"2296"	"Macrophages.M2"	"V305"	-0.014443396	0.133074546	61
"2297"	"Macrophages.M2"	"V336"	-0.039452318	4.05e-05	62
"2298"	"Macrophages.M2"	"V342"	-0.0971261	4.31e-24	63
"2299"	"Macrophages.M2"	"V352"	-0.011749101	0.221759078	64
"2300"	"Macrophages.M2"	"V357"	0.380056169	0	65
"2301"	"Macrophages.M2"	"V360"	-0.629931975	0	67
"2302"	"Macrophages.M2"	"V366"	0.061502083	1.54e-10	68
"2303"	"Macrophages.M2"	"V373"	0.165778993	1.66e-67	69
"2304"	"Macrophages.M2"	"V394"	-0.291965623	1.51e-211	70
"2305"	"Macrophages.M2"	"V405"	0.102664167	9.68e-27	71
"2306"	"Macrophages.M2"	"V413"	-0.052418774	4.9e-08	72
"2307"	"Macrophages.M2"	"V425"	0.169309934	2.24e-70	73
"2308"	"Macrophages.M2"	"V426"	-0.002363747	0.805827003	74
"2309"	"Macrophages.M2"	"V442"	-0.03453662	0.000327356	75
"2310"	"Macrophages.M2"	"V451"	-0.178624716	3.01e-78	76
"2311"	"Macrophages.M2"	"V455"	0.422553124	0	77
"2312"	"Macrophages.M2"	"V458"	0.303980365	5.08e-230	78
"2313"	"Macrophages.M2"	"V464"	-0.007468424	0.437351708	80
"2314"	"Macrophages.M2"	"V466"	-0.101040342	5.99e-26	81
"2315"	"Macrophages.M2"	"V467"	0.135658905	1.34e-45	82
"2316"	"Macrophages.M2"	"V479"	-0.123094137	8.62e-38	83
"2317"	"Macrophages.M2"	"V482"	0.083134611	4.7e-18	84
"2318"	"Macrophages.M2"	"V485"	0.09133501	1.76e-21	85
"2319"	"Macrophages.M2"	"V486"	-0.079909256	8.55e-17	86
"2320"	"Macrophages.M2"	"V487"	-0.011805915	0.219532287	87
"2321"	"Macrophages.M2"	"V494"	-0.064897932	1.42e-11	88
"2322"	"Macrophages.M2"	"V511"	-0.001523883	0.874084149	89
"2323"	"Macrophages.M2"	"V516"	-0.093094655	2.95e-22	90
"2324"	"Macrophages.M2"	"V518"	-0.023891811	0.012957665	91
"2325"	"Macrophages.M2"	"V521"	0.200152458	3.67e-98	92
"2326"	"Macrophages.M2"	"V522"	0.075732413	3.1e-15	93
"2327"	"Macrophages.M2"	"V523"	0.098516933	9.62e-25	94
"2328"	"Macrophages.M2"	"V540"	-0.128837674	2.9e-41	95
"2329"	"Macrophages.M2"	"V564"	-0.124617721	1.07e-38	97
"2330"	"Macrophages.M2"	"V567"	-0.010448262	0.277225318	98
"2331"	"Macrophages.M2"	"V579"	0.030696123	0.001408382	99
"2332"	"Macrophages.M2"	"V593"	0.374566339	0	100
"2333"	"Macrophages.M2"	"V601"	0.180446335	7.71e-80	101
"2334"	"Macrophages.M2"	"V609"	0.034970989	0.000274931	102
"2335"	"Macrophages.M2"	"V630"	-0.061945786	1.13e-10	104
"2336"	"Macrophages.M2"	"V647"	-0.073703573	1.65e-14	105
"2337"	"Macrophages.M2"	"V649"	-0.151565208	1.33e-56	106
"2338"	"Macrophages.M2"	"V659"	0.015848561	0.099303518	107
"2339"	"Macrophages.M2"	"V661"	-0.177979426	1.09e-77	108
"2340"	"Macrophages.M2"	"V668"	-0.155860692	8.64e-60	109
"2341"	"Macrophages.M2"	"V669"	-0.085017968	8.2e-19	110
"2342"	"Macrophages.M2"	"V670"	0.040787453	2.2e-05	112
"2343"	"Macrophages.M2"	"V671"	0.156466671	3.01e-60	113
"2344"	"Macrophages.M2"	"V680"	-0.107842263	2.38e-29	114
"2345"	"Macrophages.M2"	"V712"	-0.013766774	0.152225971	115
"2346"	"Macrophages.M2"	"V736"	-0.049847212	2.14e-07	116
"2347"	"Macrophages.M2"	"V738"	0.568255919	0	117
"2348"	"Macrophages.M2"	"V747"	-0.086040158	3.13e-19	118
"2349"	"Macrophages.M2"	"V754"	0.021463172	0.025596973	119
"2350"	"Macrophages.M2"	"V756"	0.117546565	1.37e-34	120
"2351"	"Macrophages.M2"	"V758"	0.130804657	1.72e-42	121
"2352"	"Macrophages.M2"	"V773"	-0.086700228	1.67e-19	122
"2353"	"Macrophages.M2"	"V777"	-0.093116281	2.88e-22	123
"2354"	"Macrophages.M2"	"V786"	0.161890542	2.01e-64	124
"2355"	"Macrophages.M2"	"V788"	-0.099897995	2.12e-25	125
"2356"	"Macrophages.M2"	"V789"	-0.127740064	1.38e-40	126
"2357"	"Macrophages.M2"	"V804"	0.007797114	0.417448376	128
"2358"	"Macrophages.M2"	"V814"	0.030383151	0.001575753	129
"2359"	"Macrophages.M2"	"V825"	0.231519452	1.38e-131	131
"2360"	"Macrophages.M2"	"V833"	-0.071491354	9.76e-14	132
"2361"	"Macrophages.M2"	"V839"	-0.056201531	4.94e-09	133
"2362"	"Macrophages.M2"	"V840"	0.108609988	9.52e-30	134
"2363"	"Macrophages.M2"	"V843"	0.155130541	3.05e-59	135
"2364"	"Macrophages.M2"	"V856"	0.092259336	6.92e-22	136
"2365"	"Macrophages.M2"	"V870"	0.037894618	8.07e-05	137
"2366"	"Macrophages.M2"	"V881"	-0.066919115	3.24e-12	138
"2367"	"Macrophages.M2"	"V882"	0.041608489	1.5e-05	139
"2368"	"Macrophages.M2"	"V887"	0.062048093	1.06e-10	140
"2369"	"Macrophages.M2"	"V888"	-0.165369206	3.53e-67	141
"2370"	"Macrophages.M2"	"V895"	-0.114831674	4.45e-33	142
"2371"	"Macrophages.M2"	"V896"	0.078470242	3.01e-16	143
"2372"	"Macrophages.M2"	"V898"	0.131183321	9.96e-43	144
"2373"	"Macrophages.M2"	"V923"	-0.011809574	0.219389423	145
"2374"	"Macrophages.M2"	"V926"	-0.237419242	1.8e-138	146
"2375"	"Macrophages.M2"	"V946"	-0.042062435	1.21e-05	147
"2376"	"Macrophages.M2"	"V949"	0.09468064	5.71e-23	148
"2377"	"Macrophages.M2"	"V960"	0.039621991	3.76e-05	149
"2378"	"Macrophages.M2"	"V964"	-0.027849453	0.003771053	150
"2379"	"Macrophages.M2"	"V986"	0.105245449	5.03e-28	151
"2380"	"Macrophages.M2"	"V1002"	-0.652432944	0	1
"2381"	"Macrophages.M2"	"V1032"	0.102196611	1.64e-26	2
"2382"	"Macrophages.M2"	"V1043"	-0.128556142	4.34e-41	3
"2383"	"Macrophages.M2"	"V1061"	-0.613473173	0	4
"2384"	"Macrophages.M2"	"V1064"	-0.125129761	5.29e-39	5
"2385"	"Macrophages.M2"	"V1069"	-0.056177724	5.01e-09	6
"2386"	"Macrophages.M2"	"V1108"	0.606611737	0	7
"2387"	"Macrophages.M2"	"V1112"	-0.046882263	1.07e-06	8
"2388"	"Macrophages.M2"	"V1116"	-0.337474651	2.5e-286	9
"2389"	"Macrophages.M2"	"V1117"	0.148986832	9.86e-55	10
"2390"	"Macrophages.M2"	"V1119"	0.066955534	3.15e-12	11
"2391"	"Macrophages.M2"	"V1132"	-0.023846196	0.013131422	12
"2392"	"Macrophages.M2"	"V1145"	0.054707077	1.25e-08	13
"2393"	"Macrophages.M2"	"V1155"	0.149179314	7.17e-55	14
"2394"	"Macrophages.M2"	"V1164"	0.041760897	1.39e-05	16
"2395"	"Macrophages.M2"	"V1170"	-0.095881019	1.62e-23	17
"2396"	"Macrophages.M2"	"V1185"	0.140102992	1.52e-48	18
"2397"	"Macrophages.M2"	"V1194"	0.106059651	1.95e-28	19
"2398"	"Macrophages.M2"	"V1195"	-0.064513036	1.87e-11	20
"2399"	"Macrophages.M2"	"V1198"	-0.042211156	1.13e-05	21
"2400"	"Macrophages.M2"	"V1204"	-0.164346985	2.31e-66	23
"2401"	"Macrophages.M2"	"V1205"	0.029570269	0.002099617	24
"2402"	"Macrophages.M2"	"V1209"	0.02924637	0.002349633	25
"2403"	"Macrophages.M2"	"V1224"	-0.15107709	3.03e-56	26
"2404"	"Macrophages.M2"	"V1225"	-0.065508228	9.12e-12	27
"2405"	"Macrophages.M2"	"V1226"	0.11921026	1.56e-35	28
"2406"	"Macrophages.M2"	"V1233"	-0.109079186	5.42e-30	29
"2407"	"Macrophages.M2"	"V1246"	-0.062623819	7.09e-11	30
"2408"	"Macrophages.M2"	"V1254"	0.007371816	0.443303832	31
"2409"	"Macrophages.M2"	"V1275"	0.21783024	2.41e-116	32
"2410"	"Macrophages.M2"	"V1303"	-0.119284437	1.41e-35	33
"2411"	"Macrophages.M2"	"V1313"	-0.024203782	0.01182287	35
"2412"	"Macrophages.M2"	"V1326"	-0.130105754	4.73e-42	36
"2413"	"Macrophages.M2"	"V1359"	-0.035727523	0.000201929	37
"2414"	"Macrophages.M2"	"V1366"	-0.090025754	6.53e-21	38
"2415"	"Macrophages.M2"	"V1373"	-0.054064602	1.84e-08	39
"2416"	"Macrophages.M2"	"V1378"	-0.151148665	2.69e-56	40
"2417"	"Dendritic.cells.resting"	"V2"	-0.085229598	6.72e-19	47
"2418"	"Dendritic.cells.resting"	"V8"	-0.040468938	2.55e-05	127
"2419"	"Dendritic.cells.resting"	"V12"	0.044684339	3.33e-06	22
"2420"	"Dendritic.cells.resting"	"V28"	-0.000858115	0.928892928	57
"2421"	"Dendritic.cells.resting"	"V36"	0.021274531	0.026921912	66
"2422"	"Dendritic.cells.resting"	"V46"	-0.044678212	3.34e-06	79
"2423"	"Dendritic.cells.resting"	"V55"	0.008865006	0.356572997	96
"2424"	"Dendritic.cells.resting"	"V63"	-0.083848408	2.44e-18	103
"2425"	"Dendritic.cells.resting"	"V67"	-0.093274135	2.45e-22	111
"2426"	"Dendritic.cells.resting"	"V82"	0.066447124	4.59e-12	130
"2427"	"Dendritic.cells.resting"	"V116"	-0.071203799	1.22e-13	15
"2428"	"Dendritic.cells.resting"	"V131"	-0.156723089	1.93e-60	34
"2429"	"Dendritic.cells.resting"	"V139"	-0.001235881	0.897735328	41
"2430"	"Dendritic.cells.resting"	"V143"	0.108870019	6.97e-30	42
"2431"	"Dendritic.cells.resting"	"V146"	0.110333672	1.19e-30	43
"2432"	"Dendritic.cells.resting"	"V148"	0.146271606	8.45e-53	44
"2433"	"Dendritic.cells.resting"	"V163"	0.011371883	0.236955006	45
"2434"	"Dendritic.cells.resting"	"V169"	0.001218458	0.899169265	46
"2435"	"Dendritic.cells.resting"	"V207"	0.094711542	5.53e-23	48
"2436"	"Dendritic.cells.resting"	"V215"	-0.050802769	1.25e-07	49
"2437"	"Dendritic.cells.resting"	"V220"	0.132551198	1.35e-43	50
"2438"	"Dendritic.cells.resting"	"V240"	-0.076533026	1.58e-15	51
"2439"	"Dendritic.cells.resting"	"V252"	-0.024971958	0.009395749	52
"2440"	"Dendritic.cells.resting"	"V253"	0.014852009	0.122446202	53
"2441"	"Dendritic.cells.resting"	"V257"	0.029945503	0.001840604	54
"2442"	"Dendritic.cells.resting"	"V269"	0.014675789	0.126945536	55
"2443"	"Dendritic.cells.resting"	"V271"	-0.047224108	8.94e-07	56
"2444"	"Dendritic.cells.resting"	"V286"	0.099267915	4.24e-25	58
"2445"	"Dendritic.cells.resting"	"V291"	-0.042350468	1.05e-05	59
"2446"	"Dendritic.cells.resting"	"V295"	-0.005068227	0.598150224	60
"2447"	"Dendritic.cells.resting"	"V305"	-0.090490741	4.11e-21	61
"2448"	"Dendritic.cells.resting"	"V336"	0.042398657	1.03e-05	62
"2449"	"Dendritic.cells.resting"	"V342"	-0.013820837	0.150622548	63
"2450"	"Dendritic.cells.resting"	"V352"	0.039341648	4.26e-05	64
"2451"	"Dendritic.cells.resting"	"V357"	0.081503539	2.07e-17	65
"2452"	"Dendritic.cells.resting"	"V360"	-0.086851278	1.44e-19	67
"2453"	"Dendritic.cells.resting"	"V366"	-0.021139816	0.02790395	68
"2454"	"Dendritic.cells.resting"	"V373"	-0.03874683	5.56e-05	69
"2455"	"Dendritic.cells.resting"	"V394"	-0.027927268	0.003674866	70
"2456"	"Dendritic.cells.resting"	"V405"	-0.01264723	0.188418063	71
"2457"	"Dendritic.cells.resting"	"V413"	-0.074535489	8.36e-15	72
"2458"	"Dendritic.cells.resting"	"V425"	0.058869335	8.94e-10	73
"2459"	"Dendritic.cells.resting"	"V426"	-0.050070742	1.89e-07	74
"2460"	"Dendritic.cells.resting"	"V442"	0.084970844	8.57e-19	75
"2461"	"Dendritic.cells.resting"	"V451"	-0.010591807	0.270678044	76
"2462"	"Dendritic.cells.resting"	"V455"	0.150119915	1.5e-55	77
"2463"	"Dendritic.cells.resting"	"V458"	0.102905906	7.36e-27	78
"2464"	"Dendritic.cells.resting"	"V464"	0.002078945	0.828835381	80
"2465"	"Dendritic.cells.resting"	"V466"	-0.046264559	1.48e-06	81
"2466"	"Dendritic.cells.resting"	"V467"	0.052786983	3.95e-08	82
"2467"	"Dendritic.cells.resting"	"V479"	-0.03149921	0.00105101	83
"2468"	"Dendritic.cells.resting"	"V482"	0.073106763	2.68e-14	84
"2469"	"Dendritic.cells.resting"	"V485"	-0.037351288	0.000102069	85
"2470"	"Dendritic.cells.resting"	"V486"	-0.035642993	0.000209074	86
"2471"	"Dendritic.cells.resting"	"V487"	0.038347392	6.63e-05	87
"2472"	"Dendritic.cells.resting"	"V494"	-0.005878051	0.541014088	88
"2473"	"Dendritic.cells.resting"	"V511"	0.081635638	1.84e-17	89
"2474"	"Dendritic.cells.resting"	"V516"	-0.054303075	1.59e-08	90
"2475"	"Dendritic.cells.resting"	"V518"	-0.034577692	0.000322025	91
"2476"	"Dendritic.cells.resting"	"V521"	0.006605104	0.492151613	92
"2477"	"Dendritic.cells.resting"	"V522"	0.029751888	0.001970341	93
"2478"	"Dendritic.cells.resting"	"V523"	0.072890363	3.19e-14	94
"2479"	"Dendritic.cells.resting"	"V540"	-0.044188586	4.28e-06	95
"2480"	"Dendritic.cells.resting"	"V564"	-0.03546609	0.000224803	97
"2481"	"Dendritic.cells.resting"	"V567"	-0.016569832	0.084841285	98
"2482"	"Dendritic.cells.resting"	"V579"	0.003114559	0.746019466	99
"2483"	"Dendritic.cells.resting"	"V593"	0.026037532	0.00676544	100
"2484"	"Dendritic.cells.resting"	"V601"	-0.00645767	0.501865078	101
"2485"	"Dendritic.cells.resting"	"V609"	0.046394532	1.38e-06	102
"2486"	"Dendritic.cells.resting"	"V630"	0.039677327	3.66e-05	104
"2487"	"Dendritic.cells.resting"	"V647"	-0.089203657	1.47e-20	105
"2488"	"Dendritic.cells.resting"	"V649"	-0.076920543	1.14e-15	106
"2489"	"Dendritic.cells.resting"	"V659"	0.100280091	1.39e-25	107
