"DRUG_NAME"	"TC"	"Correlation"	"PValue"	"Compound..code.or.generic.name."	"Compound..brand.name."	"Target.s."	"Mechanism.of.action"	"Class"	"Highest.Phase"	"Organization"	"mTC"
"1734"	21	"V17"	0.05578189	0.217174573	"TAE684"	""	"ALK"	"ALK Inhibitor"	"Kinase inhibitor"	"Preclinical"	"Novartis"	21
"1735"	11	"V17"	0.055752232	0.217419432	"Nutlin-3"	""	"MDM2"	"MDM2 Inhibitor"	"Other targeted therapies"	"Preclinical"	"Roche"	21
"1736"	18	"V416"	-0.05568075	0.221815444	"PLX4720"	""	"RAF "	"Raf kinase B Inhibitor"	"Kinase inhibitor"	"Preclinical"	"Plexxikon"	104
"1737"	2	"V208"	-0.055671877	0.218555227	"AEW541"	""	"IGF-1R"	"IGF-1R Inhibitor"	"Kinase inhibitor"	"Preclinical"	"Novartis"	40
"1738"	13	"V116"	0.055646672	0.220185835	"Panobinostat  "	"Faridak "	"HDAC"	"Histone Deacetylase (HDAC) Inhibitor"	"Other targeted therapies"	"Pre-Registered"	"Novartis"	5
"1739"	2	"V273"	0.055638382	0.218832756	"AEW541"	""	"IGF-1R"	"IGF-1R Inhibitor"	"Kinase inhibitor"	"Preclinical"	"Novartis"	58
"1740"	24	"V33"	-0.055629862	0.222238615	"Vandetanib"	"Zactima"	"Abl, EGFR, Flt3, C-KIT, RET, VEGFR-1, KDR, FLT4"	"Multi-kinase inhibitor"	"Kinase inhibitor"	"Launched-2011"	"AstraZeneca"	76
"1741"	4	"V462"	-0.055584481	0.219279896	"AZD6244"	"Selumetinib"	"MEK"	"MEK1 and MEK2 Inhibitor"	"Kinase inhibitor"	"Phase II"	"AstraZeneca"	118
"1742"	19	"V280"	-0.055571199	0.240884851	"RAF265"	""	"Raf kinase B, KDR"	"Raf kinase B and KDR Inhibitor"	"Kinase inhibitor"	"Phase I"	"Novartis"	61
"1743"	16	"V432"	-0.055544737	0.219138077	"PF-2341066"	"Crizotinib"	"c-MET, ALK"	"c-MET and ALK Inhibitor"	"Kinase inhibitor"	"Launched-2011"	"Pfizer "	108
"1744"	18	"V420"	-0.055489891	0.223405552	"PLX4720"	""	"RAF "	"Raf kinase B Inhibitor"	"Kinase inhibitor"	"Preclinical"	"Plexxikon"	106
"1745"	11	"V182"	-0.055396665	0.220370466	"Nutlin-3"	""	"MDM2"	"MDM2 Inhibitor"	"Other targeted therapies"	"Preclinical"	"Roche"	31
"1746"	12	"V259"	-0.055361352	0.221137826	"Paclitaxel"	"Taxol"	"beta-tubulin "	"Microtubule-Stabilizing Agents"	"Cytotoxic"	"Launched-1993"	"Bristol-Myers Squibb"	51
"1747"	14	"V116"	-0.05532971	0.220929353	"PD-0325901"	""	"MEK"	"MEK1 and MEK2 Inhibitor"	"Kinase inhibitor"	"Discontinued"	"Pfizer "	5
"1748"	17	"V372"	0.055325823	0.221434707	"PHA-665752"	""	"c-MET"	"c-MET Inhibitor"	"Kinase inhibitor"	"Preclinical"	"Pfizer "	89
"1749"	24	"V55"	-0.055324412	0.224790782	"Vandetanib"	"Zactima"	"Abl, EGFR, Flt3, C-KIT, RET, VEGFR-1, KDR, FLT4"	"Multi-kinase inhibitor"	"Kinase inhibitor"	"Launched-2011"	"AstraZeneca"	122
"1750"	17	"V310"	-0.055300469	0.221646736	"PHA-665752"	""	"c-MET"	"c-MET Inhibitor"	"Kinase inhibitor"	"Preclinical"	"Pfizer "	70
"1751"	16	"V259"	-0.055280846	0.22133787	"PF-2341066"	"Crizotinib"	"c-MET, ALK"	"c-MET and ALK Inhibitor"	"Kinase inhibitor"	"Launched-2011"	"Pfizer "	51
"1752"	7	"V387"	0.055278161	0.227605877	"L-685458"	""	"Gamma Secretase"	"gamma-Secretase Inhibitor"	"Other targeted therapies"	"Preclinical"	"Merck Sharp & Dohme"	94
"1753"	5	"V155"	0.055275394	0.221856568	"Erlotinib"	"Tarceva"	"EGFR"	"EGFR  Inhibitor"	"Kinase inhibitor"	"Launched-2004"	"Genentech"	14
"1754"	15	"V13"	-0.05523133	0.258045799	"PD-0332991 "	""	"CDK4/6"	"CDK4/6 Inhibitor"	"Kinase inhibitor"	"Phase II"	"Pfizer "	10
"1755"	17	"V420"	0.05518927	0.222578373	"PHA-665752"	""	"c-MET"	"c-MET Inhibitor"	"Kinase inhibitor"	"Preclinical"	"Pfizer "	106
"1756"	21	"V357"	0.055116728	0.22271389	"TAE684"	""	"ALK"	"ALK Inhibitor"	"Kinase inhibitor"	"Preclinical"	"Novartis"	84
"1757"	15	"V166"	-0.055108463	0.259107504	"PD-0332991 "	""	"CDK4/6"	"CDK4/6 Inhibitor"	"Kinase inhibitor"	"Phase II"	"Pfizer "	20
"1758"	19	"V461"	0.055099793	0.244903409	"RAF265"	""	"Raf kinase B, KDR"	"Raf kinase B and KDR Inhibitor"	"Kinase inhibitor"	"Phase I"	"Novartis"	117
"1759"	12	"V44"	0.055080625	0.223491317	"Paclitaxel"	"Taxol"	"beta-tubulin "	"Microtubule-Stabilizing Agents"	"Cytotoxic"	"Launched-1993"	"Bristol-Myers Squibb"	111
"1760"	20	"V416"	0.055080008	0.22349651	"Sorafenib"	"Nexavar"	"Flt3, C-KIT, PDGFRbeta, RET, Raf kinase B, Raf kinase C, VEGFR-1, KDR, FLT4"	"Multi-kinase inhibitor"	"Kinase inhibitor"	"Launched-2005"	"Bayer"	104
"1761"	21	"V259"	-0.055066672	0.223134795	"TAE684"	""	"ALK"	"ALK Inhibitor"	"Kinase inhibitor"	"Preclinical"	"Novartis"	51
"1762"	5	"V13"	0.054977049	0.224364153	"Erlotinib"	"Tarceva"	"EGFR"	"EGFR  Inhibitor"	"Kinase inhibitor"	"Launched-2004"	"Genentech"	10
"1763"	9	"V463"	0.054927046	0.22478639	"LBW242"	""	"IAP"	"Inhibitor of Apoptosis Proteins (IAP) Inhibitor"	"Other targeted therapies"	"Preclinical"	"Novartis"	119
"1764"	17	"V172"	0.054926746	0.224788928	"PHA-665752"	""	"c-MET"	"c-MET Inhibitor"	"Kinase inhibitor"	"Preclinical"	"Pfizer "	24
"1765"	10	"V252"	-0.054880922	0.269204318	"Nilotinib"	"Tasigna"	"Abl/Bcr-Abl"	"Abl Inhibitor"	"Kinase inhibitor"	"Launched-2007"	"Novartis"	49
"1766"	7	"V392"	-0.05487128	0.231050244	"L-685458"	""	"Gamma Secretase"	"gamma-Secretase Inhibitor"	"Other targeted therapies"	"Preclinical"	"Merck Sharp & Dohme"	95
"1767"	19	"V465"	0.054817384	0.247333201	"RAF265"	""	"Raf kinase B, KDR"	"Raf kinase B and KDR Inhibitor"	"Kinase inhibitor"	"Phase I"	"Novartis"	120
"1768"	17	"V84"	0.054781809	0.226016039	"PHA-665752"	""	"c-MET"	"c-MET Inhibitor"	"Kinase inhibitor"	"Preclinical"	"Pfizer "	129
"1769"	3	"V275"	-0.054714949	0.226108306	"AZD0530"	"Saracatinib"	"Src, Abl/Bcr-Abl, EGFR"	"Src and Abl inhibitor"	"Kinase inhibitor"	"Phase II"	"AstraZeneca"	59
"1770"	3	"V327"	-0.054678101	0.226421453	"AZD0530"	"Saracatinib"	"Src, Abl/Bcr-Abl, EGFR"	"Src and Abl inhibitor"	"Kinase inhibitor"	"Phase II"	"AstraZeneca"	74
"1771"	17	"V183"	0.054674403	0.226928458	"PHA-665752"	""	"c-MET"	"c-MET Inhibitor"	"Kinase inhibitor"	"Preclinical"	"Pfizer "	32
"1772"	12	"V85"	-0.054662239	0.227031957	"Paclitaxel"	"Taxol"	"beta-tubulin "	"Microtubule-Stabilizing Agents"	"Cytotoxic"	"Launched-1993"	"Bristol-Myers Squibb"	130
"1773"	5	"V84"	0.054595395	0.227601316	"Erlotinib"	"Tarceva"	"EGFR"	"EGFR  Inhibitor"	"Kinase inhibitor"	"Launched-2004"	"Genentech"	129
"1774"	23	"V349"	0.05450632	0.227885362	"Topotecan"	"Hycamtin"	"Topoisomerase I"	"DNA Topoisomerase I Inhibitor"	"Cytotoxic"	"Launched-1996"	"GlaxoSmithKline"	81
"1775"	14	"V36"	-0.054461812	0.228265752	"PD-0325901"	""	"MEK"	"MEK1 and MEK2 Inhibitor"	"Kinase inhibitor"	"Discontinued"	"Pfizer "	86
"1776"	17	"V11"	0.054446616	0.228872197	"PHA-665752"	""	"c-MET"	"c-MET Inhibitor"	"Kinase inhibitor"	"Preclinical"	"Pfizer "	4
"1777"	1	"V44"	0.054378899	0.229452309	"17-AAG"	"Tanespimycin"	"HSP90"	"Heat Shock Protein 90 (hsp90) Inhibitor"	"Other targeted therapies"	"Phase III"	"Bristol-Myers Squibb"	111
"1778"	9	"V299"	0.0543595	0.229618687	"LBW242"	""	"IAP"	"Inhibitor of Apoptosis Proteins (IAP) Inhibitor"	"Other targeted therapies"	"Preclinical"	"Novartis"	66
"1779"	10	"V22"	-0.054302434	0.274289682	"Nilotinib"	"Tasigna"	"Abl/Bcr-Abl"	"Abl Inhibitor"	"Kinase inhibitor"	"Launched-2007"	"Novartis"	45
"1780"	1	"V9"	0.054198448	0.231003274	"17-AAG"	"Tanespimycin"	"HSP90"	"Heat Shock Protein 90 (hsp90) Inhibitor"	"Other targeted therapies"	"Phase III"	"Bristol-Myers Squibb"	131
"1781"	1	"V9"	0.054198448	0.231003274	"17-AAG"	"Tanespimycin"	"HSP90"	"Heat Shock Protein 90 (hsp90) Inhibitor"	"Other targeted therapies"	"Phase III"	"Bristol-Myers Squibb"	132
"1782"	10	"V459"	0.054175727	0.275412225	"Nilotinib"	"Tasigna"	"Abl/Bcr-Abl"	"Abl Inhibitor"	"Kinase inhibitor"	"Launched-2007"	"Novartis"	115
"1783"	9	"V273"	0.054165736	0.231285227	"LBW242"	""	"IAP"	"Inhibitor of Apoptosis Proteins (IAP) Inhibitor"	"Other targeted therapies"	"Preclinical"	"Novartis"	58
"1784"	23	"V280"	0.054145663	0.230980726	"Topotecan"	"Hycamtin"	"Topoisomerase I"	"DNA Topoisomerase I Inhibitor"	"Cytotoxic"	"Launched-1996"	"GlaxoSmithKline"	61
"1785"	17	"V218"	-0.054126796	0.23162118	"PHA-665752"	""	"c-MET"	"c-MET Inhibitor"	"Kinase inhibitor"	"Preclinical"	"Pfizer "	44
"1786"	21	"V265"	-0.054069751	0.231636023	"TAE684"	""	"ALK"	"ALK Inhibitor"	"Kinase inhibitor"	"Preclinical"	"Novartis"	53
"1787"	12	"V100"	-0.054007379	0.232653588	"Paclitaxel"	"Taxol"	"beta-tubulin "	"Microtubule-Stabilizing Agents"	"Cytotoxic"	"Launched-1993"	"Bristol-Myers Squibb"	2
"1788"	18	"V91"	0.053946612	0.236562463	"PLX4720"	""	"RAF "	"Raf kinase B Inhibitor"	"Kinase inhibitor"	"Preclinical"	"Plexxikon"	134
"1789"	7	"V268"	-0.053937226	0.239096623	"L-685458"	""	"Gamma Secretase"	"gamma-Secretase Inhibitor"	"Other targeted therapies"	"Preclinical"	"Merck Sharp & Dohme"	55
"1790"	11	"V404"	-0.053870364	0.233363467	"Nutlin-3"	""	"MDM2"	"MDM2 Inhibitor"	"Other targeted therapies"	"Preclinical"	"Roche"	98
"1791"	24	"V413"	0.05372584	0.2384884	"Vandetanib"	"Zactima"	"Abl, EGFR, Flt3, C-KIT, RET, VEGFR-1, KDR, FLT4"	"Multi-kinase inhibitor"	"Kinase inhibitor"	"Launched-2011"	"AstraZeneca"	102
"1792"	20	"V44"	-0.053673668	0.235555922	"Sorafenib"	"Nexavar"	"Flt3, C-KIT, PDGFRbeta, RET, Raf kinase B, Raf kinase C, VEGFR-1, KDR, FLT4"	"Multi-kinase inhibitor"	"Kinase inhibitor"	"Launched-2005"	"Bayer"	111
"1793"	17	"V416"	0.053662637	0.235652291	"PHA-665752"	""	"c-MET"	"c-MET Inhibitor"	"Kinase inhibitor"	"Preclinical"	"Pfizer "	104
"1794"	18	"V85"	-0.053643736	0.239207454	"PLX4720"	""	"RAF "	"Raf kinase B Inhibitor"	"Kinase inhibitor"	"Preclinical"	"Plexxikon"	130
"1795"	23	"V63"	-0.053606857	0.235660393	"Topotecan"	"Hycamtin"	"Topoisomerase I"	"DNA Topoisomerase I Inhibitor"	"Cytotoxic"	"Launched-1996"	"GlaxoSmithKline"	123
"1796"	3	"V358"	0.053605918	0.235668604	"AZD0530"	"Saracatinib"	"Src, Abl/Bcr-Abl, EGFR"	"Src and Abl inhibitor"	"Kinase inhibitor"	"Phase II"	"AstraZeneca"	85
"1797"	9	"V80"	0.053573887	0.23642867	"LBW242"	""	"IAP"	"Inhibitor of Apoptosis Proteins (IAP) Inhibitor"	"Other targeted therapies"	"Preclinical"	"Novartis"	127
"1798"	12	"V358"	-0.053559441	0.236555218	"Paclitaxel"	"Taxol"	"beta-tubulin "	"Microtubule-Stabilizing Agents"	"Cytotoxic"	"Launched-1993"	"Bristol-Myers Squibb"	85
"1799"	2	"V412"	0.053491991	0.237146694	"AEW541"	""	"IGF-1R"	"IGF-1R Inhibitor"	"Kinase inhibitor"	"Preclinical"	"Novartis"	101
"1800"	15	"V36"	0.053491226	0.273363797	"PD-0332991 "	""	"CDK4/6"	"CDK4/6 Inhibitor"	"Kinase inhibitor"	"Phase II"	"Pfizer "	86
"1801"	19	"V289"	0.053323719	0.260464218	"RAF265"	""	"Raf kinase B, KDR"	"Raf kinase B and KDR Inhibitor"	"Kinase inhibitor"	"Phase I"	"Novartis"	63
"1802"	11	"V102"	0.053224922	0.239017879	"Nutlin-3"	""	"MDM2"	"MDM2 Inhibitor"	"Other targeted therapies"	"Preclinical"	"Roche"	3
"1803"	12	"V164"	0.05317561	0.239934989	"Paclitaxel"	"Taxol"	"beta-tubulin "	"Microtubule-Stabilizing Agents"	"Cytotoxic"	"Launched-1993"	"Bristol-Myers Squibb"	19
"1804"	1	"V268"	0.053073716	0.240837876	"17-AAG"	"Tanespimycin"	"HSP90"	"Heat Shock Protein 90 (hsp90) Inhibitor"	"Other targeted therapies"	"Phase III"	"Bristol-Myers Squibb"	55
"1805"	11	"V275"	-0.053041522	0.24064201	"Nutlin-3"	""	"MDM2"	"MDM2 Inhibitor"	"Other targeted therapies"	"Preclinical"	"Roche"	59
"1806"	19	"V216"	-0.052998873	0.26338253	"RAF265"	""	"Raf kinase B, KDR"	"Raf kinase B and KDR Inhibitor"	"Kinase inhibitor"	"Phase I"	"Novartis"	43
"1807"	14	"V177"	0.052996477	0.241042095	"PD-0325901"	""	"MEK"	"MEK1 and MEK2 Inhibitor"	"Kinase inhibitor"	"Discontinued"	"Pfizer "	28
"1808"	12	"V21"	-0.05295455	0.241896843	"Paclitaxel"	"Taxol"	"beta-tubulin "	"Microtubule-Stabilizing Agents"	"Cytotoxic"	"Launched-1993"	"Bristol-Myers Squibb"	41
"1809"	2	"V172"	0.052926795	0.242143956	"AEW541"	""	"IGF-1R"	"IGF-1R Inhibitor"	"Kinase inhibitor"	"Preclinical"	"Novartis"	24
"1810"	8	"V310"	0.052842429	0.24241387	"Lapatinib"	"Tykerb"	"EGFR, HER2"	"EGFR and HER2 Inhibitor"	"Kinase inhibitor"	"Launched-2007"	"GlaxoSmithKline"	70
"1811"	18	"V311"	-0.052783981	0.246828763	"PLX4720"	""	"RAF "	"Raf kinase B Inhibitor"	"Kinase inhibitor"	"Preclinical"	"Plexxikon"	71
"1812"	4	"V63"	-0.05277725	0.243478458	"AZD6244"	"Selumetinib"	"MEK"	"MEK1 and MEK2 Inhibitor"	"Kinase inhibitor"	"Phase II"	"AstraZeneca"	123
"1813"	19	"V266"	-0.052757815	0.265562617	"RAF265"	""	"Raf kinase B, KDR"	"Raf kinase B and KDR Inhibitor"	"Kinase inhibitor"	"Phase I"	"Novartis"	54
"1814"	14	"V164"	0.052730734	0.243411921	"PD-0325901"	""	"MEK"	"MEK1 and MEK2 Inhibitor"	"Kinase inhibitor"	"Discontinued"	"Pfizer "	19
"1815"	13	"V269"	0.052722641	0.245422203	"Panobinostat  "	"Faridak "	"HDAC"	"Histone Deacetylase (HDAC) Inhibitor"	"Other targeted therapies"	"Pre-Registered"	"Novartis"	56
"1816"	21	"V218"	-0.052707289	0.243621781	"TAE684"	""	"ALK"	"ALK Inhibitor"	"Kinase inhibitor"	"Preclinical"	"Novartis"	44
"1817"	13	"V289"	0.052684719	0.245762272	"Panobinostat  "	"Faridak "	"HDAC"	"Histone Deacetylase (HDAC) Inhibitor"	"Other targeted therapies"	"Pre-Registered"	"Novartis"	63
"1818"	22	"V432"	-0.052661326	0.244033558	"TKI258"	"Dovitinib"	"EGFR, FGFR1, PDGFRbeta, VEGFR-1, KDR"	"Multi-kinase inhibitor"	"Kinase inhibitor"	"Phase III"	"Novartis"	108
"1819"	14	"V183"	0.052640413	0.244221082	"PD-0325901"	""	"MEK"	"MEK1 and MEK2 Inhibitor"	"Kinase inhibitor"	"Discontinued"	"Pfizer "	32
"1820"	19	"V364"	0.052603121	0.266968161	"RAF265"	""	"Raf kinase B, KDR"	"Raf kinase B and KDR Inhibitor"	"Kinase inhibitor"	"Phase I"	"Novartis"	87
"1821"	24	"V9"	0.052600892	0.248473435	"Vandetanib"	"Zactima"	"Abl, EGFR, Flt3, C-KIT, RET, VEGFR-1, KDR, FLT4"	"Multi-kinase inhibitor"	"Kinase inhibitor"	"Launched-2011"	"AstraZeneca"	131
"1822"	24	"V9"	0.052600892	0.248473435	"Vandetanib"	"Zactima"	"Abl, EGFR, Flt3, C-KIT, RET, VEGFR-1, KDR, FLT4"	"Multi-kinase inhibitor"	"Kinase inhibitor"	"Launched-2011"	"AstraZeneca"	132
"1823"	10	"V118"	0.052575711	0.28985629	"Nilotinib"	"Tasigna"	"Abl/Bcr-Abl"	"Abl Inhibitor"	"Kinase inhibitor"	"Launched-2007"	"Novartis"	6
"1824"	5	"V383"	0.05250141	0.245953482	"Erlotinib"	"Tarceva"	"EGFR"	"EGFR  Inhibitor"	"Kinase inhibitor"	"Launched-2004"	"Genentech"	93
"1825"	4	"V36"	-0.052427191	0.246622425	"AZD6244"	"Selumetinib"	"MEK"	"MEK1 and MEK2 Inhibitor"	"Kinase inhibitor"	"Phase II"	"AstraZeneca"	86
"1826"	10	"V306"	-0.052327101	0.29214544	"Nilotinib"	"Tasigna"	"Abl/Bcr-Abl"	"Abl Inhibitor"	"Kinase inhibitor"	"Launched-2007"	"Novartis"	69
"1827"	9	"V160"	-0.052280221	0.247950824	"LBW242"	""	"IAP"	"Inhibitor of Apoptosis Proteins (IAP) Inhibitor"	"Other targeted therapies"	"Preclinical"	"Novartis"	16
"1828"	4	"V259"	0.05223135	0.248393651	"AZD6244"	"Selumetinib"	"MEK"	"MEK1 and MEK2 Inhibitor"	"Kinase inhibitor"	"Phase II"	"AstraZeneca"	51
"1829"	10	"V460"	-0.052181387	0.293492762	"Nilotinib"	"Tasigna"	"Abl/Bcr-Abl"	"Abl Inhibitor"	"Kinase inhibitor"	"Launched-2007"	"Novartis"	116
"1830"	8	"V182"	-0.052133043	0.248801515	"Lapatinib"	"Tykerb"	"EGFR, HER2"	"EGFR and HER2 Inhibitor"	"Kinase inhibitor"	"Launched-2007"	"GlaxoSmithKline"	31
"1831"	5	"V381"	-0.052080057	0.249768038	"Erlotinib"	"Tarceva"	"EGFR"	"EGFR  Inhibitor"	"Kinase inhibitor"	"Launched-2004"	"Genentech"	91
"1832"	4	"V173"	-0.052073128	0.249831115	"AZD6244"	"Selumetinib"	"MEK"	"MEK1 and MEK2 Inhibitor"	"Kinase inhibitor"	"Phase II"	"AstraZeneca"	25
"1833"	21	"V310"	0.052038738	0.249659443	"TAE684"	""	"ALK"	"ALK Inhibitor"	"Kinase inhibitor"	"Preclinical"	"Novartis"	70
"1834"	19	"V265"	0.052027998	0.272238388	"RAF265"	""	"Raf kinase B, KDR"	"Raf kinase B and KDR Inhibitor"	"Kinase inhibitor"	"Phase I"	"Novartis"	53
"1835"	14	"V294"	-0.051923845	0.250707457	"PD-0325901"	""	"MEK"	"MEK1 and MEK2 Inhibitor"	"Kinase inhibitor"	"Discontinued"	"Pfizer "	65
"1836"	24	"V310"	0.051806246	0.255700219	"Vandetanib"	"Zactima"	"Abl, EGFR, Flt3, C-KIT, RET, VEGFR-1, KDR, FLT4"	"Multi-kinase inhibitor"	"Kinase inhibitor"	"Launched-2011"	"AstraZeneca"	70
"1837"	15	"V197"	-0.051804216	0.288795411	"PD-0332991 "	""	"CDK4/6"	"CDK4/6 Inhibitor"	"Kinase inhibitor"	"Phase II"	"Pfizer "	36
"1838"	24	"V455"	0.051723442	0.256461574	"Vandetanib"	"Zactima"	"Abl, EGFR, Flt3, C-KIT, RET, VEGFR-1, KDR, FLT4"	"Multi-kinase inhibitor"	"Kinase inhibitor"	"Launched-2011"	"AstraZeneca"	114
"1839"	15	"V28"	0.051691451	0.289847382	"PD-0332991 "	""	"CDK4/6"	"CDK4/6 Inhibitor"	"Kinase inhibitor"	"Phase II"	"Pfizer "	60
"1840"	10	"V376"	0.051663851	0.298311637	"Nilotinib"	"Tasigna"	"Abl/Bcr-Abl"	"Abl Inhibitor"	"Kinase inhibitor"	"Launched-2007"	"Novartis"	90
"1841"	6	"V11"	0.051642538	0.367767098	"Irinotecan"	"Camptosar "	"Topoisomerase I"	"DNA Topoisomerase I Inhibitor"	"Cytotoxic"	"Launched-1994"	"Pfizer "	4
"1842"	22	"V447"	0.051596427	0.253710826	"TKI258"	"Dovitinib"	"EGFR, FGFR1, PDGFRbeta, VEGFR-1, KDR"	"Multi-kinase inhibitor"	"Kinase inhibitor"	"Phase III"	"Novartis"	112
"1843"	20	"V80"	0.051526046	0.254846039	"Sorafenib"	"Nexavar"	"Flt3, C-KIT, PDGFRbeta, RET, Raf kinase B, Raf kinase C, VEGFR-1, KDR, FLT4"	"Multi-kinase inhibitor"	"Kinase inhibitor"	"Launched-2005"	"Bayer"	127
"1844"	20	"V126"	-0.051521319	0.254889671	"Sorafenib"	"Nexavar"	"Flt3, C-KIT, PDGFRbeta, RET, Raf kinase B, Raf kinase C, VEGFR-1, KDR, FLT4"	"Multi-kinase inhibitor"	"Kinase inhibitor"	"Launched-2005"	"Bayer"	9
"1845"	14	"V367"	-0.051426444	0.255279884	"PD-0325901"	""	"MEK"	"MEK1 and MEK2 Inhibitor"	"Kinase inhibitor"	"Discontinued"	"Pfizer "	88
"1846"	23	"V273"	-0.051360228	0.255892918	"Topotecan"	"Hycamtin"	"Topoisomerase I"	"DNA Topoisomerase I Inhibitor"	"Cytotoxic"	"Launched-1996"	"GlaxoSmithKline"	58
"1847"	9	"V327"	0.051296885	0.256967305	"LBW242"	""	"IAP"	"Inhibitor of Apoptosis Proteins (IAP) Inhibitor"	"Other targeted therapies"	"Preclinical"	"Novartis"	74
"1848"	10	"V358"	-0.051250302	0.302199929	"Nilotinib"	"Tasigna"	"Abl/Bcr-Abl"	"Abl Inhibitor"	"Kinase inhibitor"	"Launched-2007"	"Novartis"	85
"1849"	10	"V372"	0.051204644	0.302631274	"Nilotinib"	"Tasigna"	"Abl/Bcr-Abl"	"Abl Inhibitor"	"Kinase inhibitor"	"Launched-2007"	"Novartis"	89
"1850"	18	"V80"	-0.051203422	0.261278827	"PLX4720"	""	"RAF "	"Raf kinase B Inhibitor"	"Kinase inhibitor"	"Preclinical"	"Plexxikon"	127
"1851"	18	"V329"	-0.051193968	0.261366977	"PLX4720"	""	"RAF "	"Raf kinase B Inhibitor"	"Kinase inhibitor"	"Preclinical"	"Plexxikon"	75
"1852"	9	"V12"	0.051193844	0.257925087	"LBW242"	""	"IAP"	"Inhibitor of Apoptosis Proteins (IAP) Inhibitor"	"Other targeted therapies"	"Preclinical"	"Novartis"	8
"1853"	8	"V197"	0.051159014	0.257762031	"Lapatinib"	"Tykerb"	"EGFR, HER2"	"EGFR and HER2 Inhibitor"	"Kinase inhibitor"	"Launched-2007"	"GlaxoSmithKline"	36
"1854"	3	"V463"	-0.051054494	0.258736663	"AZD0530"	"Saracatinib"	"Src, Abl/Bcr-Abl, EGFR"	"Src and Abl inhibitor"	"Kinase inhibitor"	"Phase II"	"AstraZeneca"	119
"1855"	22	"V260"	0.05102113	0.259048307	"TKI258"	"Dovitinib"	"EGFR, FGFR1, PDGFRbeta, VEGFR-1, KDR"	"Multi-kinase inhibitor"	"Kinase inhibitor"	"Phase III"	"Novartis"	52
"1856"	17	"V269"	-0.050923003	0.260454389	"PHA-665752"	""	"c-MET"	"c-MET Inhibitor"	"Kinase inhibitor"	"Preclinical"	"Pfizer "	56
"1857"	23	"V172"	0.050856301	0.260591753	"Topotecan"	"Hycamtin"	"Topoisomerase I"	"DNA Topoisomerase I Inhibitor"	"Cytotoxic"	"Launched-1996"	"GlaxoSmithKline"	24
"1858"	16	"V43"	-0.050826798	0.260868688	"PF-2341066"	"Crizotinib"	"c-MET, ALK"	"c-MET and ALK Inhibitor"	"Kinase inhibitor"	"Launched-2011"	"Pfizer "	107
"1859"	21	"V216"	-0.050814689	0.260982413	"TAE684"	""	"ALK"	"ALK Inhibitor"	"Kinase inhibitor"	"Preclinical"	"Novartis"	43
"1860"	23	"V119"	0.050746948	0.261619224	"Topotecan"	"Hycamtin"	"Topoisomerase I"	"DNA Topoisomerase I Inhibitor"	"Cytotoxic"	"Launched-1996"	"GlaxoSmithKline"	7
"1861"	10	"V28"	0.050674874	0.307665969	"Nilotinib"	"Tasigna"	"Abl/Bcr-Abl"	"Abl Inhibitor"	"Kinase inhibitor"	"Launched-2007"	"Novartis"	60
"1862"	7	"V376"	-0.050584402	0.269595511	"L-685458"	""	"Gamma Secretase"	"gamma-Secretase Inhibitor"	"Other targeted therapies"	"Preclinical"	"Merck Sharp & Dohme"	90
"1863"	14	"V32"	-0.050503754	0.263914264	"PD-0325901"	""	"MEK"	"MEK1 and MEK2 Inhibitor"	"Kinase inhibitor"	"Discontinued"	"Pfizer "	72
"1864"	6	"V92"	0.050490798	0.37855747	"Irinotecan"	"Camptosar "	"Topoisomerase I"	"DNA Topoisomerase I Inhibitor"	"Cytotoxic"	"Launched-1994"	"Pfizer "	135
"1865"	3	"V404"	0.050480691	0.264132622	"AZD0530"	"Saracatinib"	"Src, Abl/Bcr-Abl, EGFR"	"Src and Abl inhibitor"	"Kinase inhibitor"	"Phase II"	"AstraZeneca"	98
"1866"	22	"V459"	0.05047309	0.264204619	"TKI258"	"Dovitinib"	"EGFR, FGFR1, PDGFRbeta, VEGFR-1, KDR"	"Multi-kinase inhibitor"	"Kinase inhibitor"	"Phase III"	"Novartis"	115
"1867"	20	"V183"	0.050274842	0.266576693	"Sorafenib"	"Nexavar"	"Flt3, C-KIT, PDGFRbeta, RET, Raf kinase B, Raf kinase C, VEGFR-1, KDR, FLT4"	"Multi-kinase inhibitor"	"Kinase inhibitor"	"Launched-2005"	"Bayer"	32
"1868"	9	"V118"	-0.050211278	0.267182374	"LBW242"	""	"IAP"	"Inhibitor of Apoptosis Proteins (IAP) Inhibitor"	"Other targeted therapies"	"Preclinical"	"Novartis"	6
"1869"	8	"V166"	0.050191619	0.266880143	"Lapatinib"	"Tykerb"	"EGFR, HER2"	"EGFR and HER2 Inhibitor"	"Kinase inhibitor"	"Launched-2007"	"GlaxoSmithKline"	20
"1870"	7	"V182"	-0.050088196	0.274325953	"L-685458"	""	"Gamma Secretase"	"gamma-Secretase Inhibitor"	"Other targeted therapies"	"Preclinical"	"Merck Sharp & Dohme"	31
"1871"	12	"V176"	0.050051473	0.268709272	"Paclitaxel"	"Taxol"	"beta-tubulin "	"Microtubule-Stabilizing Agents"	"Cytotoxic"	"Launched-1993"	"Bristol-Myers Squibb"	27
"1872"	2	"V227"	-0.05004573	0.268764258	"AEW541"	""	"IGF-1R"	"IGF-1R Inhibitor"	"Kinase inhibitor"	"Preclinical"	"Novartis"	46
