"IMMUNE_CELLTYPE"	"TC"	"Correlation"	"PValue"
"2480"	"Mast.cells.resting"	"V702"	0.102929526	7.36e-49
"2481"	"Mast.cells.resting"	"V703"	0.073386769	1.31e-25
"2482"	"Mast.cells.resting"	"V710"	0.195597421	6.38e-174
"2483"	"Mast.cells.resting"	"V719"	-0.059136523	3.59e-17
"2484"	"Mast.cells.resting"	"V723"	-0.075406493	5.96e-27
"2485"	"Mast.cells.resting"	"V731"	-0.023083011	0.001015119
"2486"	"Mast.cells.resting"	"V743"	-0.076652861	8.51e-28
"2487"	"Mast.cells.resting"	"V746"	-0.058864538	5e-17
"2488"	"Mast.cells.resting"	"V750"	-0.033005468	2.61e-06
"2489"	"Mast.cells.resting"	"V759"	-0.073902481	6e-26
"2490"	"Mast.cells.resting"	"V772"	0.206173903	1.98e-193
"2491"	"Mast.cells.resting"	"V774"	-0.015388838	0.028471365
"2492"	"Mast.cells.resting"	"V790"	-0.061294975	2.47e-18
"2493"	"Mast.cells.resting"	"V792"	-0.110719041	2.68e-56
"2494"	"Mast.cells.resting"	"V794"	-0.105151676	6.32e-51
"2495"	"Mast.cells.resting"	"V802"	-0.126365796	6.51e-73
"2496"	"Mast.cells.resting"	"V804"	-0.091802251	3.48e-39
"2497"	"Mast.cells.resting"	"V810"	-0.154595625	1.31e-108
"2498"	"Mast.cells.resting"	"V814"	0.168549185	5.06e-129
"2499"	"Mast.cells.resting"	"V817"	0.059267333	3.06e-17
"2500"	"Mast.cells.resting"	"V820"	0.006431081	0.359943227
"2501"	"Mast.cells.resting"	"V821"	0.348648268	0
"2502"	"Mast.cells.resting"	"V822"	0.018738274	0.007638923
"2503"	"Mast.cells.resting"	"V823"	-0.076586018	9.45e-28
"2504"	"Mast.cells.resting"	"V830"	0.12186056	6.72e-68
"2505"	"Mast.cells.resting"	"V834"	-0.076595355	9.31e-28
"2506"	"Mast.cells.resting"	"V838"	-0.102830211	9.08e-49
"2507"	"Mast.cells.resting"	"V844"	-0.035172806	5.49e-07
"2508"	"Mast.cells.resting"	"V851"	0.065543944	9.61e-21
"2509"	"Mast.cells.activated"	"V13"	0.003060762	0.663054258
"2510"	"Mast.cells.activated"	"V14"	-0.10567574	2.03e-51
"2511"	"Mast.cells.activated"	"V17"	-0.077534164	2.11e-28
"2512"	"Mast.cells.activated"	"V23"	0.037312795	1.08e-07
"2513"	"Mast.cells.activated"	"V25"	-0.225622277	3.12e-232
"2514"	"Mast.cells.activated"	"V27"	0.057794198	1.81e-16
"2515"	"Mast.cells.activated"	"V37"	-0.072221665	7.48e-25
"2516"	"Mast.cells.activated"	"V40"	-0.086096793	1.18e-34
"2517"	"Mast.cells.activated"	"V52"	-0.039008169	2.78e-08
"2518"	"Mast.cells.activated"	"V54"	0.005766092	0.411754723
"2519"	"Mast.cells.activated"	"V67"	0.141249299	8.29e-91
"2520"	"Mast.cells.activated"	"V68"	0.126234335	9.17e-73
"2521"	"Mast.cells.activated"	"V83"	0.046089037	5.23e-11
"2522"	"Mast.cells.activated"	"V94"	-0.189788837	1.12e-163
"2523"	"Mast.cells.activated"	"V100"	0.086630047	4.58e-35
"2524"	"Mast.cells.activated"	"V112"	0.057856874	1.68e-16
"2525"	"Mast.cells.activated"	"V118"	-0.045092765	1.34e-10
"2526"	"Mast.cells.activated"	"V119"	-0.147879587	1.92e-99
"2527"	"Mast.cells.activated"	"V140"	-0.127772887	1.62e-74
"2528"	"Mast.cells.activated"	"V142"	0.164834406	2.09e-123
"2529"	"Mast.cells.activated"	"V149"	0.077463466	2.36e-28
"2530"	"Mast.cells.activated"	"V150"	-0.051390636	2.47e-13
"2531"	"Mast.cells.activated"	"V155"	-0.013256997	0.059131368
"2532"	"Mast.cells.activated"	"V157"	0.110175903	9.21e-56
"2533"	"Mast.cells.activated"	"V159"	-0.089138083	4.94e-37
"2534"	"Mast.cells.activated"	"V166"	0.022670789	0.001248335
"2535"	"Mast.cells.activated"	"V180"	0.019358574	0.005852198
"2536"	"Mast.cells.activated"	"V184"	0.002730064	0.697553457
"2537"	"Mast.cells.activated"	"V189"	0.11948461	2.49e-65
"2538"	"Mast.cells.activated"	"V190"	0.183907105	1.21e-153
"2539"	"Mast.cells.activated"	"V205"	0.029807988	2.19e-05
"2540"	"Mast.cells.activated"	"V219"	0.040161463	1.07e-08
"2541"	"Mast.cells.activated"	"V222"	-0.177911601	9.25e-144
"2542"	"Mast.cells.activated"	"V227"	0.013089501	0.062410329
"2543"	"Mast.cells.activated"	"V231"	0.068255342	2.3e-22
"2544"	"Mast.cells.activated"	"V238"	0.001571408	0.822998595
"2545"	"Mast.cells.activated"	"V241"	0.032148098	4.71e-06
"2546"	"Mast.cells.activated"	"V255"	-0.014455159	0.039609511
"2547"	"Mast.cells.activated"	"V256"	-0.044327167	2.74e-10
"2548"	"Mast.cells.activated"	"V260"	-0.038131513	5.64e-08
"2549"	"Mast.cells.activated"	"V261"	-0.008251586	0.240141706
"2550"	"Mast.cells.activated"	"V268"	0.156389601	3.94e-111
"2551"	"Mast.cells.activated"	"V270"	0.080108627	3.25e-30
"2552"	"Mast.cells.activated"	"V281"	0.0256227	0.000264302
"2553"	"Mast.cells.activated"	"V284"	-0.08550025	3.38e-34
"2554"	"Mast.cells.activated"	"V286"	0.066575547	2.37e-21
"2555"	"Mast.cells.activated"	"V287"	0.150069587	2.19e-102
"2556"	"Mast.cells.activated"	"V294"	-0.034938231	6.53e-07
"2557"	"Mast.cells.activated"	"V308"	0.02892994	3.8e-05
"2558"	"Mast.cells.activated"	"V327"	-0.042931238	9.71e-10
"2559"	"Mast.cells.activated"	"V337"	0.193546859	2.87e-170
"2560"	"Mast.cells.activated"	"V362"	0.127992375	9.07e-75
"2561"	"Mast.cells.activated"	"V370"	-0.165482353	2.24e-124
"2562"	"Mast.cells.activated"	"V375"	-0.274541992	0
"2563"	"Mast.cells.activated"	"V385"	0.062178887	8.02e-19
"2564"	"Mast.cells.activated"	"V386"	0.159089826	5.54e-115
"2565"	"Mast.cells.activated"	"V392"	-0.028792907	4.14e-05
"2566"	"Mast.cells.activated"	"V393"	-0.121704802	9.94e-68
"2567"	"Mast.cells.activated"	"V400"	0.021173529	0.002574982
"2568"	"Mast.cells.activated"	"V403"	-0.093343518	1.86e-40
"2569"	"Mast.cells.activated"	"V405"	-0.163149005	6.66e-121
"2570"	"Mast.cells.activated"	"V423"	0.276323539	0
"2571"	"Mast.cells.activated"	"V431"	0.044916404	1.58e-10
"2572"	"Mast.cells.activated"	"V435"	-0.14208326	7.16e-92
"2573"	"Mast.cells.activated"	"V451"	-0.002508841	0.72099161
"2574"	"Mast.cells.activated"	"V452"	0.007789897	0.267469831
"2575"	"Mast.cells.activated"	"V455"	-0.034895864	6.73e-07
"2576"	"Mast.cells.activated"	"V458"	0.113769078	2.32e-59
"2577"	"Mast.cells.activated"	"V461"	0.027699369	8.02e-05
"2578"	"Mast.cells.activated"	"V464"	0.109043919	1.19e-54
"2579"	"Mast.cells.activated"	"V469"	0.142783111	9.07e-93
"2580"	"Mast.cells.activated"	"V473"	-0.081482203	3.33e-31
"2581"	"Mast.cells.activated"	"V479"	-0.058534107	7.46e-17
"2582"	"Mast.cells.activated"	"V484"	0.18015709	2.02e-147
"2583"	"Mast.cells.activated"	"V493"	0.103160899	4.5e-49
"2584"	"Mast.cells.activated"	"V504"	0.081202879	5.31e-31
"2585"	"Mast.cells.activated"	"V519"	-0.121064144	4.94e-67
"2586"	"Mast.cells.activated"	"V527"	0.094478025	2.08e-41
"2587"	"Mast.cells.activated"	"V528"	-0.063194141	2.16e-19
"2588"	"Mast.cells.activated"	"V533"	-0.047974576	8.31e-12
"2589"	"Mast.cells.activated"	"V537"	-0.050104302	9.55e-13
"2590"	"Mast.cells.activated"	"V562"	-0.063186304	2.19e-19
"2591"	"Mast.cells.activated"	"V570"	-0.100788399	6.53e-47
"2592"	"Mast.cells.activated"	"V576"	0.206717684	1.83e-194
"2593"	"Mast.cells.activated"	"V590"	-0.143641743	7.08e-94
"2594"	"Mast.cells.activated"	"V592"	-0.063909972	8.48e-20
"2595"	"Mast.cells.activated"	"V611"	-0.119349212	3.48e-65
"2596"	"Mast.cells.activated"	"V625"	0.04455012	2.23e-10
"2597"	"Mast.cells.activated"	"V626"	-0.043879317	4.12e-10
"2598"	"Mast.cells.activated"	"V628"	0.021736283	0.001971291
"2599"	"Mast.cells.activated"	"V632"	-0.143544586	9.45e-94
"2600"	"Mast.cells.activated"	"V645"	-0.068817781	1.04e-22
"2601"	"Mast.cells.activated"	"V648"	-0.202920836	2.6e-187
"2602"	"Mast.cells.activated"	"V657"	0.083794725	6.56e-33
"2603"	"Mast.cells.activated"	"V658"	-0.141369643	5.83e-91
"2604"	"Mast.cells.activated"	"V662"	-0.093707429	9.22e-41
"2605"	"Mast.cells.activated"	"V663"	0.057086153	4.19e-16
"2606"	"Mast.cells.activated"	"V675"	-0.064586767	3.46e-20
"2607"	"Mast.cells.activated"	"V677"	0.030525638	1.38e-05
"2608"	"Mast.cells.activated"	"V678"	0.164674895	3.61e-123
"2609"	"Mast.cells.activated"	"V681"	0.007315005	0.297734341
"2610"	"Mast.cells.activated"	"V684"	-0.148213826	6.87e-100
"2611"	"Mast.cells.activated"	"V689"	0.078762233	2.93e-29
"2612"	"Mast.cells.activated"	"V702"	-0.044280399	2.86e-10
"2613"	"Mast.cells.activated"	"V703"	-0.001450719	0.836392666
"2614"	"Mast.cells.activated"	"V710"	-0.160234535	1.23e-116
"2615"	"Mast.cells.activated"	"V719"	0.02800244	6.69e-05
"2616"	"Mast.cells.activated"	"V723"	-0.111939675	1.63e-57
"2617"	"Mast.cells.activated"	"V731"	0.020314526	0.003827132
"2618"	"Mast.cells.activated"	"V743"	0.149869818	4.08e-102
"2619"	"Mast.cells.activated"	"V746"	-0.008654746	0.217939573
"2620"	"Mast.cells.activated"	"V750"	-0.005974574	0.395053944
"2621"	"Mast.cells.activated"	"V759"	-0.149023122	5.65e-101
"2622"	"Mast.cells.activated"	"V772"	-0.184020905	7.8e-154
"2623"	"Mast.cells.activated"	"V774"	-0.106649384	2.41e-52
"2624"	"Mast.cells.activated"	"V790"	0.096088887	8.85e-43
"2625"	"Mast.cells.activated"	"V792"	0.029727752	2.31e-05
"2626"	"Mast.cells.activated"	"V794"	0.077318035	2.97e-28
"2627"	"Mast.cells.activated"	"V802"	0.199438947	7.04e-181
"2628"	"Mast.cells.activated"	"V804"	0.10102417	4.01e-47
"2629"	"Mast.cells.activated"	"V810"	0.146180096	3.43e-97
"2630"	"Mast.cells.activated"	"V814"	0.021556183	0.002148647
"2631"	"Mast.cells.activated"	"V817"	-0.103939265	8.58e-50
"2632"	"Mast.cells.activated"	"V820"	-0.045122953	1.31e-10
"2633"	"Mast.cells.activated"	"V821"	-0.102656004	1.31e-48
"2634"	"Mast.cells.activated"	"V822"	-0.042094644	2.04e-09
"2635"	"Mast.cells.activated"	"V823"	0.043340524	6.73e-10
"2636"	"Mast.cells.activated"	"V830"	-0.154306067	3.31e-108
"2637"	"Mast.cells.activated"	"V834"	0.102347712	2.51e-48
"2638"	"Mast.cells.activated"	"V838"	0.009387843	0.181422428
"2639"	"Mast.cells.activated"	"V844"	0.05700683	4.6e-16
"2640"	"Mast.cells.activated"	"V851"	-0.092909865	4.26e-40
"2641"	"Eosinophils"	"V13"	0.056681614	6.74e-16
"2642"	"Eosinophils"	"V14"	-0.007553736	0.282245361
"2643"	"Eosinophils"	"V17"	-0.359173567	0
"2644"	"Eosinophils"	"V23"	-0.064622498	3.3e-20
"2645"	"Eosinophils"	"V25"	0.25356732	8.27e-295
"2646"	"Eosinophils"	"V27"	0.017028267	0.015344342
"2647"	"Eosinophils"	"V37"	0.110338209	6.37e-56
"2648"	"Eosinophils"	"V40"	-0.316553478	0
"2649"	"Eosinophils"	"V52"	0.21953232	1.14e-219
"2650"	"Eosinophils"	"V54"	0.229254228	6.63e-240
"2651"	"Eosinophils"	"V67"	0.185267907	6.19e-156
"2652"	"Eosinophils"	"V68"	0.001793641	0.798472241
"2653"	"Eosinophils"	"V83"	0.322031877	0
"2654"	"Eosinophils"	"V94"	0.04448347	2.37e-10
"2655"	"Eosinophils"	"V100"	0.048299703	6.01e-12
"2656"	"Eosinophils"	"V112"	-0.27192634	0
"2657"	"Eosinophils"	"V118"	0.017876191	0.010931601
"2658"	"Eosinophils"	"V119"	0.23994222	2.81e-263
"2659"	"Eosinophils"	"V140"	-0.013971143	0.046713553
"2660"	"Eosinophils"	"V142"	0.183751744	2.21e-153
"2661"	"Eosinophils"	"V149"	0.072292848	6.73e-25
"2662"	"Eosinophils"	"V150"	-0.136591114	5.5e-85
"2663"	"Eosinophils"	"V155"	0.265214911	1.97626258336499e-323
"2664"	"Eosinophils"	"V157"	0.39543536	0
"2665"	"Eosinophils"	"V159"	-0.114969993	1.37e-60
"2666"	"Eosinophils"	"V166"	0.409215026	0
"2667"	"Eosinophils"	"V180"	-0.013018003	0.06385509
"2668"	"Eosinophils"	"V184"	-0.256308632	2.16e-301
"2669"	"Eosinophils"	"V189"	-0.09574153	1.76e-42
"2670"	"Eosinophils"	"V190"	0.15206349	4.19e-105
"2671"	"Eosinophils"	"V205"	0.155807536	2.61e-110
"2672"	"Eosinophils"	"V219"	0.201121318	5.68e-184
"2673"	"Eosinophils"	"V222"	0.218050601	1.14e-216
"2674"	"Eosinophils"	"V227"	0.182856202	6.93e-152
"2675"	"Eosinophils"	"V231"	0.280955885	0
"2676"	"Eosinophils"	"V238"	-0.413965587	0
"2677"	"Eosinophils"	"V241"	0.063952557	8.02e-20
"2678"	"Eosinophils"	"V255"	-0.192807634	5.83e-169
"2679"	"Eosinophils"	"V256"	-0.094087004	4.43e-41
"2680"	"Eosinophils"	"V260"	0.070841408	5.7e-24
"2681"	"Eosinophils"	"V261"	0.089908764	1.2e-37
"2682"	"Eosinophils"	"V268"	0.121421466	2.02e-67
"2683"	"Eosinophils"	"V270"	-0.311685651	0
"2684"	"Eosinophils"	"V281"	0.274357721	0
"2685"	"Eosinophils"	"V284"	-0.084163243	3.47e-33
"2686"	"Eosinophils"	"V286"	-0.075192642	8.3e-27
"2687"	"Eosinophils"	"V287"	-0.118776514	1.42e-64
"2688"	"Eosinophils"	"V294"	0.135620502	8.47e-84
"2689"	"Eosinophils"	"V308"	0.026449035	0.000166099
"2690"	"Eosinophils"	"V327"	-0.063647633	1.2e-19
"2691"	"Eosinophils"	"V337"	0.007995138	0.255068095
"2692"	"Eosinophils"	"V362"	0.043316549	6.87e-10
"2693"	"Eosinophils"	"V370"	-0.108035181	1.13e-53
"2694"	"Eosinophils"	"V375"	-0.337757992	0
"2695"	"Eosinophils"	"V385"	0.284531354	0
"2696"	"Eosinophils"	"V386"	-0.125391775	8.19e-72
"2697"	"Eosinophils"	"V392"	0.014003476	0.046207655
"2698"	"Eosinophils"	"V393"	0.128258737	4.48e-75
"2699"	"Eosinophils"	"V400"	0.242397395	8.17e-269
"2700"	"Eosinophils"	"V403"	0.184676741	6.15e-155
"2701"	"Eosinophils"	"V405"	-0.121581306	1.35e-67
"2702"	"Eosinophils"	"V423"	0.431275793	0
"2703"	"Eosinophils"	"V431"	0.107138124	8.24e-53
"2704"	"Eosinophils"	"V435"	-0.329905472	0
"2705"	"Eosinophils"	"V451"	-0.322929196	0
"2706"	"Eosinophils"	"V452"	0.115439996	4.47e-61
"2707"	"Eosinophils"	"V455"	-0.35853691	0
"2708"	"Eosinophils"	"V458"	-0.213255573	4.08e-207
"2709"	"Eosinophils"	"V461"	0.159177905	4.14e-115
"2710"	"Eosinophils"	"V464"	0.365769389	0
"2711"	"Eosinophils"	"V469"	0.261269039	1.6533536966701e-313
"2712"	"Eosinophils"	"V473"	-0.3149457	0
"2713"	"Eosinophils"	"V479"	-1.95e-05	0.9977889
"2714"	"Eosinophils"	"V484"	0.140026487	2.93e-89
"2715"	"Eosinophils"	"V493"	0.2049225	4.6e-191
"2716"	"Eosinophils"	"V504"	0.164582418	4.96e-123
"2717"	"Eosinophils"	"V519"	0.223827196	1.73e-228
"2718"	"Eosinophils"	"V527"	0.312222416	0
"2719"	"Eosinophils"	"V528"	-0.1880785	1e-160
"2720"	"Eosinophils"	"V533"	0.17486298	7.21e-139
"2721"	"Eosinophils"	"V537"	0.13204899	1.67e-79
"2722"	"Eosinophils"	"V562"	-0.12014378	4.88e-66
"2723"	"Eosinophils"	"V570"	0.108679884	2.68e-54
"2724"	"Eosinophils"	"V576"	0.008721239	0.214424326
"2725"	"Eosinophils"	"V590"	0.014935206	0.033491276
"2726"	"Eosinophils"	"V592"	-0.279772137	0
"2727"	"Eosinophils"	"V611"	0.307834516	0
"2728"	"Eosinophils"	"V625"	0.040190968	1.04e-08
"2729"	"Eosinophils"	"V626"	-0.177144299	1.61e-142
"2730"	"Eosinophils"	"V628"	0.159415622	1.88e-115
"2731"	"Eosinophils"	"V632"	-0.125167257	1.46e-71
"2732"	"Eosinophils"	"V645"	0.151901215	6.99e-105
"2733"	"Eosinophils"	"V648"	-0.2070791	3.76e-195
"2734"	"Eosinophils"	"V657"	-0.031385567	7.86e-06
"2735"	"Eosinophils"	"V658"	-0.397276528	0
"2736"	"Eosinophils"	"V662"	0.160137983	1.7e-116
"2737"	"Eosinophils"	"V663"	-0.029477079	2.71e-05
"2738"	"Eosinophils"	"V675"	0.208526291	6.4e-198
"2739"	"Eosinophils"	"V677"	0.011791124	0.093244879
"2740"	"Eosinophils"	"V678"	0.210669541	4.64e-202
"2741"	"Eosinophils"	"V681"	-0.180243425	1.46e-147
"2742"	"Eosinophils"	"V684"	-0.152359023	1.64e-105
"2743"	"Eosinophils"	"V689"	-0.075469486	5.41e-27
"2744"	"Eosinophils"	"V702"	0.080976229	7.74e-31
"2745"	"Eosinophils"	"V703"	0.146093245	4.47e-97
"2746"	"Eosinophils"	"V710"	0.006354601	0.365684745
"2747"	"Eosinophils"	"V719"	0.33701678	0
"2748"	"Eosinophils"	"V723"	0.081776245	2.03e-31
"2749"	"Eosinophils"	"V731"	0.278919029	0
"2750"	"Eosinophils"	"V743"	0.413466783	0
"2751"	"Eosinophils"	"V746"	0.020682776	0.003234702
"2752"	"Eosinophils"	"V750"	-0.214977005	1.61e-210
"2753"	"Eosinophils"	"V759"	-0.42547614	0
"2754"	"Eosinophils"	"V772"	-0.305834444	0
"2755"	"Eosinophils"	"V774"	-0.037075416	1.3e-07
"2756"	"Eosinophils"	"V790"	0.274790251	0
"2757"	"Eosinophils"	"V792"	0.099982438	3.45e-46
"2758"	"Eosinophils"	"V794"	0.244624026	6.85e-274
"2759"	"Eosinophils"	"V802"	0.18918781	1.23e-162
"2760"	"Eosinophils"	"V804"	0.266048783	0
"2761"	"Eosinophils"	"V810"	-0.00268893	0.701890563
"2762"	"Eosinophils"	"V814"	0.127723789	1.84e-74
"2763"	"Eosinophils"	"V817"	-0.015004006	0.032684367
"2764"	"Eosinophils"	"V820"	-0.017652271	0.011971095
"2765"	"Eosinophils"	"V821"	0.41903213	0
"2766"	"Eosinophils"	"V822"	0.065847314	6.38e-21
"2767"	"Eosinophils"	"V823"	0.225809775	1.26e-232
"2768"	"Eosinophils"	"V830"	-0.093667849	9.95e-41
"2769"	"Eosinophils"	"V834"	-0.245785229	1.47e-276
"2770"	"Eosinophils"	"V838"	0.26162	2.24403067840547e-314
"2771"	"Eosinophils"	"V844"	-0.052136844	1.11e-13
"2772"	"Eosinophils"	"V851"	-0.186631078	3e-158
"2773"	"Neutrophils"	"V13"	-0.171246508	3.51e-133
"2774"	"Neutrophils"	"V14"	-0.025944055	0.000220966
"2775"	"Neutrophils"	"V17"	0.15512767	2.35e-109
"2776"	"Neutrophils"	"V23"	0.063981665	7.71e-20
"2777"	"Neutrophils"	"V25"	-0.159150969	4.52e-115
"2778"	"Neutrophils"	"V27"	-0.078773104	2.88e-29
"2779"	"Neutrophils"	"V37"	0.259584601	0
"2780"	"Neutrophils"	"V40"	0.010111492	0.150035265
"2781"	"Neutrophils"	"V52"	-0.042066006	2.09e-09
"2782"	"Neutrophils"	"V54"	-0.156373488	4.15e-111
"2783"	"Neutrophils"	"V67"	0.022404059	0.001424618
"2784"	"Neutrophils"	"V68"	-0.250072959	1.56e-286
"2785"	"Neutrophils"	"V83"	-0.108508877	3.93e-54
"2786"	"Neutrophils"	"V94"	-0.077366032	2.75e-28
"2787"	"Neutrophils"	"V100"	-0.206646372	2.51e-194
"2788"	"Neutrophils"	"V112"	0.109739468	2.47e-55
"2789"	"Neutrophils"	"V118"	0.112163055	9.73e-58
"2790"	"Neutrophils"	"V119"	-0.055804458	1.87e-15
"2791"	"Neutrophils"	"V140"	-0.087090013	2.01e-35
"2792"	"Neutrophils"	"V142"	0.000340451	0.961347068
"2793"	"Neutrophils"	"V149"	0.223312459	2.01e-227
"2794"	"Neutrophils"	"V150"	-0.200252151	2.27e-182
"2795"	"Neutrophils"	"V155"	0.017765047	0.011437091
"2796"	"Neutrophils"	"V157"	-0.140705077	4.07e-90
"2797"	"Neutrophils"	"V159"	0.054292282	1.04e-14
"2798"	"Neutrophils"	"V166"	-0.213737835	4.57e-208
"2799"	"Neutrophils"	"V180"	-0.101794143	8.04e-48
"2800"	"Neutrophils"	"V184"	0.094135552	4.03e-41
"2801"	"Neutrophils"	"V189"	-0.036748721	1.67e-07
"2802"	"Neutrophils"	"V190"	0.085089037	6.94e-34
"2803"	"Neutrophils"	"V205"	-0.04275811	1.13e-09
"2804"	"Neutrophils"	"V219"	0.04409034	3.4e-10
"2805"	"Neutrophils"	"V222"	-0.210521233	9.01e-202
"2806"	"Neutrophils"	"V227"	-0.28599208	0
"2807"	"Neutrophils"	"V231"	0.094645741	1.5e-41
"2808"	"Neutrophils"	"V238"	0.037496864	9.32e-08
"2809"	"Neutrophils"	"V241"	-0.198314198	7.94e-179
"2810"	"Neutrophils"	"V255"	0.050958103	3.91e-13
"2811"	"Neutrophils"	"V256"	-0.009700166	0.167324997
"2812"	"Neutrophils"	"V260"	0.026822074	0.000134099
"2813"	"Neutrophils"	"V261"	-0.176612304	1.15e-141
"2814"	"Neutrophils"	"V268"	-0.036395227	2.19e-07
"2815"	"Neutrophils"	"V270"	0.239113305	2.02e-261
"2816"	"Neutrophils"	"V281"	-0.210137829	4.99e-201
"2817"	"Neutrophils"	"V284"	-0.152086221	3.9e-105
"2818"	"Neutrophils"	"V286"	-0.010917361	0.120152993
"2819"	"Neutrophils"	"V287"	0.119092667	6.53e-65
"2820"	"Neutrophils"	"V294"	-0.142577269	1.67e-92
"2821"	"Neutrophils"	"V308"	-0.057186007	3.73e-16
"2822"	"Neutrophils"	"V327"	0.202047949	1.09e-185
"2823"	"Neutrophils"	"V337"	0.032228258	4.46e-06
"2824"	"Neutrophils"	"V362"	-0.00078721	0.910776341
"2825"	"Neutrophils"	"V370"	0.003263073	0.642290015
"2826"	"Neutrophils"	"V375"	-0.159772823	5.73e-116
"2827"	"Neutrophils"	"V385"	-0.046837228	2.54e-11
"2828"	"Neutrophils"	"V386"	-0.004703813	0.50311844
"2829"	"Neutrophils"	"V392"	-0.109320455	6.37e-55
"2830"	"Neutrophils"	"V393"	0.053960238	1.51e-14
"2831"	"Neutrophils"	"V400"	-0.080506786	1.69e-30
"2832"	"Neutrophils"	"V403"	-0.229243123	7e-240
"2833"	"Neutrophils"	"V405"	-0.016392258	0.019617021
"2834"	"Neutrophils"	"V423"	0.242251715	1.75e-268
"2835"	"Neutrophils"	"V431"	-0.081324725	4.33e-31
"2836"	"Neutrophils"	"V435"	-0.378711356	0
"2837"	"Neutrophils"	"V451"	0.133366277	4.49e-81
"2838"	"Neutrophils"	"V452"	0.383974024	0
"2839"	"Neutrophils"	"V455"	0.058911459	4.73e-17
"2840"	"Neutrophils"	"V458"	0.098746412	4.31e-45
"2841"	"Neutrophils"	"V461"	0.118893128	1.07e-64
"2842"	"Neutrophils"	"V464"	-0.111837647	2.06e-57
"2843"	"Neutrophils"	"V469"	-0.081627087	2.61e-31
"2844"	"Neutrophils"	"V473"	-0.196396307	2.34e-175
"2845"	"Neutrophils"	"V479"	0.13086708	4.15e-78
"2846"	"Neutrophils"	"V484"	0.0314454	7.56e-06
"2847"	"Neutrophils"	"V493"	-0.063922671	8.34e-20
"2848"	"Neutrophils"	"V504"	-0.171478295	1.53e-133
"2849"	"Neutrophils"	"V519"	-0.240558547	1.16e-264
"2850"	"Neutrophils"	"V527"	0.17090772	1.18e-132
"2851"	"Neutrophils"	"V528"	0.108834509	1.9e-54
"2852"	"Neutrophils"	"V533"	0.155314109	1.29e-109
"2853"	"Neutrophils"	"V537"	0.025390965	0.000300365
"2854"	"Neutrophils"	"V562"	0.086416452	6.69e-35
"2855"	"Neutrophils"	"V570"	-0.002128894	0.761853115
"2856"	"Neutrophils"	"V576"	0.021962505	0.001767574
"2857"	"Neutrophils"	"V590"	0.01157995	0.099258253
"2858"	"Neutrophils"	"V592"	0.056069319	1.37e-15
"2859"	"Neutrophils"	"V611"	-0.148566787	2.32e-100
"2860"	"Neutrophils"	"V625"	-0.109057814	1.15e-54
"2861"	"Neutrophils"	"V626"	-0.026600023	0.000152366
"2862"	"Neutrophils"	"V628"	-0.311919509	0
"2863"	"Neutrophils"	"V632"	0.065761063	7.17e-21
"2864"	"Neutrophils"	"V645"	-0.112208374	8.76e-58
"2865"	"Neutrophils"	"V648"	-0.050152586	9.08e-13
"2866"	"Neutrophils"	"V657"	0.185051716	1.43e-155
"2867"	"Neutrophils"	"V658"	0.134770125	9.14e-83
"2868"	"Neutrophils"	"V662"	-0.122449858	1.52e-68
"2869"	"Neutrophils"	"V663"	0.101741368	8.98e-48
"2870"	"Neutrophils"	"V675"	-0.323846662	0
"2871"	"Neutrophils"	"V677"	0.017579753	0.012326047
"2872"	"Neutrophils"	"V678"	0.345191719	0
"2873"	"Neutrophils"	"V681"	-0.07525091	7.59e-27
"2874"	"Neutrophils"	"V684"	0.009290206	0.1860055
"2875"	"Neutrophils"	"V689"	-0.144466974	6.01e-95
"2876"	"Neutrophils"	"V702"	0.073721386	7.89e-26
"2877"	"Neutrophils"	"V703"	0.076240885	1.62e-27
"2878"	"Neutrophils"	"V710"	-0.07279767	3.17e-25
"2879"	"Neutrophils"	"V719"	-0.087924484	4.49e-36
"2880"	"Neutrophils"	"V723"	-0.241715705	2.86e-267
"2881"	"Neutrophils"	"V731"	-0.107586189	3.06e-53
"2882"	"Neutrophils"	"V743"	-0.088037488	3.66e-36
"2883"	"Neutrophils"	"V746"	-0.124930196	2.7e-71
"2884"	"Neutrophils"	"V750"	0.075093668	9.68e-27
"2885"	"Neutrophils"	"V759"	-0.048654223	4.21e-12
"2886"	"Neutrophils"	"V772"	0.113668218	2.93e-59
"2887"	"Neutrophils"	"V774"	-0.160047675	2.29e-116
"2888"	"Neutrophils"	"V790"	-0.080752076	1.12e-30
"2889"	"Neutrophils"	"V792"	-0.152695581	5.65e-106
"2890"	"Neutrophils"	"V794"	-0.090759344	2.47e-38
"2891"	"Neutrophils"	"V802"	0.075506633	5.11e-27
"2892"	"Neutrophils"	"V804"	-0.083753846	7.03e-33
"2893"	"Neutrophils"	"V810"	0.06668134	2.05e-21
"2894"	"Neutrophils"	"V814"	0.15576286	3.01e-110
"2895"	"Neutrophils"	"V817"	-0.022231581	0.001550536
"2896"	"Neutrophils"	"V820"	-0.078463769	4.74e-29
"2897"	"Neutrophils"	"V821"	0.094543141	1.83e-41
"2898"	"Neutrophils"	"V822"	-0.103034258	5.89e-49
"2899"	"Neutrophils"	"V823"	-0.056132646	1.28e-15
"2900"	"Neutrophils"	"V830"	-0.014786888	0.035288924
"2901"	"Neutrophils"	"V834"	0.156752594	1.21e-111
"2902"	"Neutrophils"	"V838"	-0.061888784	1.16e-18
